id,studyweek with 1=baseline,semester 2=spring,date,correcttod,LON,LAT,withmask (0=without mask),socialdist (0=not physical distancing < 6 ft),Masksd (0=non-compliance with mask wearing and physical distancing),agegroup (1=<18;2=19-30;3=31-55;4=>55),white (0=nonwhite),sex (1=male),obese (0=not overweight or obese)
4415,3,2,2/26/2021,123920,39.68198296,-75.7501421,1,1,1,2,9,2,0
4417,3,2,2/26/2021,123923,39.68188594,-75.750075,1,1,1,9,0,1,0
4418,3,2,2/26/2021,123923,39.68188232,-75.7501072,1,1,1,4,1,1,1
4421,3,2,2/26/2021,123927,39.68189832,-75.749867,0,1,1,2,1,2,0
4422,3,2,2/26/2021,123932,39.68192206,-75.7494098,1,1,1,9,9,1,0
4423,3,2,2/26/2021,124005,39.68027706,-75.7495704,1,1,1,2,1,1,0
4426,3,2,2/26/2021,124008,39.68006392,-75.7497595,1,1,1,3,1,2,1
4466,3,2,2/26/2021,124044,39.67876502,-75.74915,1,1,1,2,1,1,0
4470,3,2,2/26/2021,124207,39.67940754,-75.7482461,1,1,1,2,1,1,0
4471,3,2,2/26/2021,124316,39.68147202,-75.7471499,0,1,1,2,1,2,0
4485,3,2,2/26/2021,124331,39.68221979,-75.747233,1,1,1,3,0,1,1
4486,3,2,2/26/2021,124420,39.68329244,-75.7455251,1,1,1,2,1,2,0
4295,3,2,2/26/2021,124437,39.68353756,-75.7459328,1,1,1,3,0,1,0
4296,3,2,2/26/2021,124438,39.68367431,-75.7460602,1,1,1,3,1,2,1
4297,3,2,2/26/2021,124453,39.68364851,-75.7465839,9,1,9,3,0,1,0
4315,3,2,2/26/2021,124507,39.6834168,-75.7474865,1,1,1,2,1,2,0
4319,3,2,2/26/2021,124507,39.68339306,-75.7475488,1,1,1,3,0,1,1
4324,3,2,2/26/2021,124507,39.68340751,-75.74761458,1,1,1,3,1,2,1
4328,3,2,2/26/2021,124509,39.68340649,-75.747737,1,1,1,9,0,1,0
4329,3,2,2/26/2021,124509,39.68350763,-75.7476838,1,1,1,2,1,2,0
4336,3,2,2/26/2021,124509,39.6835324,-75.747646,1,1,1,2,1,1,0
4337,3,2,2/26/2021,124512,39.68352208,-75.7479789,1,1,1,3,9,2,9
4340,3,2,2/26/2021,124515,39.68337759,-75.7480379,1,1,1,2,1,1,0
4342,3,2,2/26/2021,124524,39.68332392,-75.7486709,0,1,1,2,1,2,0
4345,3,2,2/26/2021,124531,39.68343538,-75.7491054,1,1,1,2,1,1,0
4346,3,2,2/26/2021,124531,39.68343951,-75.748885,1,1,1,2,1,2,0
4348,3,2,2/26/2021,124536,39.68329502,-75.7491322,1,1,1,2,1,1,0
4349,3,2,2/26/2021,124536,39.68327231,-75.7491912,0,1,9,3,1,2,1
4355,3,2,2/26/2021,124539,39.6833941,-75.749416,0,1,1,2,1,1,0
4365,3,2,2/26/2021,124544,39.68339616,-75.7495694,1,1,1,2,1,2,0
4366,3,2,2/26/2021,124548,39.6833652,-75.7499208,1,1,1,2,0,1,0
4367,3,2,2/26/2021,124549,39.68334662,-75.7500442,1,1,1,2,1,1,1
4371,3,2,2/26/2021,124550,39.68322071,-75.7500012,1,1,1,2,1,2,0
4372,3,2,2/26/2021,124553,39.68320058,-75.750303,1,1,1,2,1,1,0
4373,3,2,2/26/2021,124553,39.68317788,-75.750476,1,1,1,3,1,1,0
4379,3,2,2/26/2021,124607,39.68318613,-75.750885,1,1,1,2,1,2,0
4380,3,2,2/26/2021,124608,39.68315827,-75.7512123,1,1,1,3,1,2,1
4381,3,2,2/26/2021,124612,39.68310563,-75.7513021,1,1,1,2,1,1,0
4385,3,2,2/26/2021,124618,39.6832429,-75.7513812,1,1,1,2,1,2,1
4388,3,2,2/26/2021,124619,39.68307314,-75.751506,0,1,1,3,1,2,0
4405,3,2,2/26/2021,124630,39.68319781,-75.752147,1,1,1,3,1,1,1
4409,3,2,2/26/2021,124636,39.68316013,-75.7525386,1,1,1,2,0,1,1
4411,3,2,2/26/2021,124654,39.68297074,-75.7535954,0,1,1,2,1,1,0
4412,3,2,2/26/2021,124654,39.68300738,-75.7535538,1,1,1,2,1,1,0
4419,3,2,2/26/2021,124721,39.68411688,-75.7532575,1,1,1,9,0,1,1
4446,3,2,2/26/2021,124749,39.68447914,-75.7532367,1,1,1,2,1,1,0
4458,3,2,2/26/2021,124820,39.68515257,-75.7542995,1,1,1,9,1,1,0
4475,3,2,2/26/2021,124823,39.68519282,-75.7544524,1,1,1,2,1,2,1
4476,3,2,2/26/2021,124825,39.68529654,-75.7543283,1,1,1,9,9,2,9
4477,3,2,2/26/2021,124826,39.68536414,-75.754447,1,1,1,2,9,2,1
4478,3,2,2/26/2021,124827,39.68536724,-75.754321,1,1,1,2,0,1,1
4479,3,2,2/26/2021,124836,39.68571086,-75.75452,1,1,1,2,1,2,0
4482,3,2,2/26/2021,124838,39.68572222,-75.754364,0,1,1,2,1,2,0
4483,3,2,2/26/2021,124850,39.68585432,-75.7543711,1,1,1,2,1,1,0
4484,3,2,2/26/2021,124902,39.68572118,-75.754608,0,1,1,2,1,1,0
4488,3,2,2/26/2021,124932,39.68607518,-75.75457,1,1,1,2,1,2,0
4489,3,2,2/26/2021,124950,39.68682032,-75.7546433,1,1,1,2,1,1,0
4490,3,2,2/26/2021,125035,39.68911451,-75.754019,1,1,1,9,1,2,0
4493,3,2,2/26/2021,125059,39.69009285,-75.7550323,1,1,1,2,1,2,0
4496,3,2,2/26/2021,125223,39.68912999,-75.7569956,1,1,1,2,1,2,1
4502,3,2,2/26/2021,125228,39.68885548,-75.7573108,0,1,1,2,1,2,0
4503,3,2,2/26/2021,125230,39.68902266,-75.7573028,1,1,1,2,1,2,0
4504,3,2,2/26/2021,125256,39.68872028,-75.7566161,1,1,1,2,9,2,0
4300,3,2,2/26/2021,122943,39.67707935,-75.748204,0,0,0,2,1,1,0
4301,3,2,2/26/2021,122943,39.67708761,-75.7481964,0,0,0,2,1,2,0
4303,3,2,2/26/2021,123001,39.67733069,-75.7490346,1,0,0,2,1,2,0
4304,3,2,2/26/2021,123001,39.6773441,-75.74903599,1,0,1,3,1,2,1
4322,3,2,2/26/2021,123039,39.677501,-75.749587,1,0,1,2,1,2,0
4323,3,2,2/26/2021,123039,39.67750822,-75.7495764,1,0,1,2,1,2,0
4332,3,2,2/26/2021,123042,39.67750616,-75.7497615,1,0,0,2,1,1,0
4333,3,2,2/26/2021,123042,39.67751957,-75.7497601,1,0,0,2,1,1,0
4363,3,2,2/26/2021,123101,39.67700451,-75.7499171,0,0,0,2,1,2,0
4364,3,2,2/26/2021,123101,39.67699729,-75.7499372,0,0,0,2,1,1,0
4369,3,2,2/26/2021,123118,39.67690646,-75.7499358,0,0,0,2,1,2,0
4376,3,2,2/26/2021,123118,39.6769013,-75.749937,0,0,0,2,1,2,0
4383,3,2,2/26/2021,123118,39.67691265,-75.7499466,0,0,0,2,1,2,0
4396,3,2,2/26/2021,123134,39.67747003,-75.7500404,1,0,1,2,0,2,0
4397,3,2,2/26/2021,123134,39.67747829,-75.7500391,1,0,1,2,0,2,0
4398,3,2,2/26/2021,123138,39.67738849,-75.7501598,1,0,1,2,1,2,1
4399,3,2,2/26/2021,123138,39.67738952,-75.7501705,1,0,1,2,1,2,0
4307,3,2,2/26/2021,123241,39.67813781,-75.7522817,0,0,0,2,1,2,0
4311,3,2,2/26/2021,123241,39.67813936,-75.752279,0,0,0,2,1,2,0
4313,3,2,2/26/2021,123249,39.6782498,-75.7518787,0,0,0,2,0,2,1
4327,3,2,2/26/2021,123249,39.6782529,-75.75187,1,0,1,2,9,9,9
4334,3,2,2/26/2021,123249,39.67825341,-75.7518573,0,0,0,2,0,2,0
4335,3,2,2/26/2021,123305,39.6785032,-75.7523394,0,0,0,2,1,2,0
4341,3,2,2/26/2021,123305,39.67850939,-75.7523421,0,0,0,2,1,2,0
4374,3,2,2/26/2021,123351,39.67985274,-75.751967,1,0,1,2,1,2,0
4378,3,2,2/26/2021,123351,39.67985429,-75.7519585,1,0,1,2,1,2,0
4382,3,2,2/26/2021,123351,39.67985068,-75.751945,1,0,1,2,1,2,0
4395,3,2,2/26/2021,123411,39.67936397,-75.752562,1,0,1,2,0,2,0
4410,3,2,2/26/2021,123411,39.67938255,-75.752581,1,0,1,2,1,2,0
4420,3,2,2/26/2021,123501,39.67993991,-75.7535229,1,0,0,2,1,2,0
4438,3,2,2/26/2021,123501,39.67993784,-75.753506,1,0,0,2,1,2,0
4474,3,2,2/26/2021,123724,39.68245829,-75.753858,0,0,0,2,1,2,0
4480,3,2,2/26/2021,123724,39.68244797,-75.7538421,0,0,0,2,1,1,0
4481,3,2,2/26/2021,123726,39.68241288,-75.7539467,0,0,0,2,0,2,0
4488,3,2,2/26/2021,123726,39.68240875,-75.7539253,0,0,0,2,1,1,0
4309,3,2,2/26/2021,123726,39.68240256,-75.7539387,0,0,0,2,1,1,0
4310,3,2,2/26/2021,123727,39.68238605,-75.7539387,1,0,1,2,0,1,0
4316,3,2,2/26/2021,123727,39.68237985,-75.7539253,0,0,0,2,1,2,0
4317,3,2,2/26/2021,123728,39.6823654,-75.7539306,9,0,9,2,9,2,0
4318,3,2,2/26/2021,123728,39.6823716,-75.75391725,0,0,0,2,1,2,0
4320,3,2,2/26/2021,123728,39.68235921,-75.7539279,9,0,9,2,1,2,0
4321,3,2,2/26/2021,123728,39.6823654,-75.7539092,1,0,0,2,1,1,0
4325,3,2,2/26/2021,123728,39.68235715,-75.7539172,0,0,0,2,0,1,0
4326,3,2,2/26/2021,123728,39.68233857,-75.7538958,1,0,1,2,1,1,0
4330,3,2,2/26/2021,123728,39.68233444,-75.7539145,1,0,1,2,1,1,0
4331,3,2,2/26/2021,123729,39.68227458,-75.75387166,0,0,0,2,0,2,0
4338,3,2,2/26/2021,123729,39.68227458,-75.75388239,0,0,0,2,0,1,0
4339,3,2,2/26/2021,123731,39.68226426,-75.7538797,0,0,0,2,1,2,0
4343,3,2,2/26/2021,123731,39.68226013,-75.75385557,0,0,0,2,1,2,0
4344,3,2,2/26/2021,123731,39.68224981,-75.753877,0,0,0,2,1,2,0
4353,3,2,2/26/2021,123731,39.68223329,-75.75385,0,0,0,2,1,1,0
4356,3,2,2/26/2021,123731,39.68223123,-75.753874,0,0,0,2,1,2,0
4357,3,2,2/26/2021,123731,39.68223329,-75.753871,0,0,0,2,1,1,0
4359,3,2,2/26/2021,123741,39.68183769,-75.753843,1,0,1,2,9,2,0
4360,3,2,2/26/2021,123741,39.68184388,-75.7538301,1,0,1,2,1,2,0
4386,3,2,2/26/2021,123810,39.68174763,-75.7519009,1,0,1,4,1,2,1
4387,3,2,2/26/2021,123810,39.68174712,-75.7519177,0,0,0,4,1,1,1
4392,3,2,2/26/2021,123814,39.6817724,-75.7516294,1,0,1,2,1,1,0
4393,3,2,2/26/2021,123814,39.6817626,-75.7516361,0,0,0,2,1,1,0
4402,3,2,2/26/2021,123832,39.68104734,-75.75124182,0,0,0,2,1,1,0
4414,3,2,2/26/2021,123832,39.68104889,-75.7512263,0,0,0,2,1,2,9
4428,3,2,2/26/2021,124015,39.67965994,-75.7497839,1,0,1,2,1,2,0
4431,3,2,2/26/2021,124015,39.67965891,-75.7497946,1,0,1,2,1,2,0
4432,3,2,2/26/2021,124015,39.67966149,-75.749809,1,0,1,2,1,2,0
4433,3,2,2/26/2021,124018,39.67954279,-75.749637,1,0,0,2,1,1,0
4444,3,2,2/26/2021,124018,39.67954537,-75.749653,1,0,1,2,1,2,0
4451,3,2,2/26/2021,124032,39.67874799,-75.7499232,1,0,1,2,9,2,9
4452,3,2,2/26/2021,124032,39.67875057,-75.749933,1,0,1,2,1,2,9
4459,3,2,2/26/2021,124032,39.6787996,-75.7499406,1,0,1,2,0,2,1
4460,3,2,2/26/2021,124032,39.67880321,-75.7499473,1,0,1,2,9,2,9
4462,3,2,2/26/2021,124032,39.67880992,-75.749951,1,0,1,2,1,1,0
4463,3,2,2/26/2021,124033,39.67879496,-75.749756,1,0,1,2,1,2,0
4464,3,2,2/26/2021,124033,39.67879805,-75.749768,1,0,1,2,1,2,0
4465,3,2,2/26/2021,124033,39.67880012,-75.749779,1,0,0,2,1,2,0
4467,3,2,2/26/2021,124143,39.6791815,-75.7492667,0,0,0,2,1,1,0
4468,3,2,2/26/2021,124143,39.6791784,-75.749262,9,0,9,2,9,2,9
4469,3,2,2/26/2021,124143,39.67918253,-75.749255,0,0,0,2,1,2,1
4298,3,2,2/26/2021,124503,39.68360206,-75.7474402,0,0,0,2,1,1,0
4308,3,2,2/26/2021,124503,39.68360051,-75.747428,0,0,0,2,1,1,0
4312,3,2,2/26/2021,124506,39.68341577,-75.747383,1,0,1,2,1,2,0
4314,3,2,2/26/2021,124506,39.68341164,-75.747361,1,0,1,2,1,2,0
4350,3,2,2/26/2021,124536,39.68327644,-75.74921272,1,0,0,3,1,1,0
4354,3,2,2/26/2021,124536,39.68328676,-75.74921,1,0,1,3,1,2,0
4389,3,2,2/26/2021,124621,39.68322486,-75.7516455,0,0,0,2,1,1,0
4390,3,2,2/26/2021,124621,39.6832329,-75.7516468,1,0,1,2,1,2,0
4391,3,2,2/26/2021,124622,39.68319007,-75.751809,1,0,1,2,1,1,0
4401,3,2,2/26/2021,124622,39.68320297,-75.7518111,1,0,1,2,1,2,9
4404,3,2,2/26/2021,124630,39.68317665,-75.75216718,1,0,1,2,1,2,0
4406,3,2,2/26/2021,124631,39.68318439,-75.752169,1,0,0,3,9,1,0
4413,3,2,2/26/2021,124654,39.68292482,-75.7537235,9,0,9,9,9,1,9
4416,3,2,2/26/2021,124654,39.68293256,-75.7537255,1,0,9,9,9,1,9
4424,3,2,2/26/2021,124721,39.68408953,-75.7532132,1,0,1,9,0,2,9
4429,3,2,2/26/2021,124721,39.68409418,-75.7532112,1,0,1,9,9,9,9
4430,3,2,2/26/2021,124723,39.6840338,-75.7532166,1,0,0,2,1,2,0
4435,3,2,2/26/2021,124723,39.68404412,-75.753215,1,0,0,2,9,1,0
4440,3,2,2/26/2021,124723,39.68403793,-75.753207,1,0,0,2,1,2,0
4441,3,2,2/26/2021,124723,39.6840436,-75.7531984,1,0,0,2,1,2,0
4442,3,2,2/26/2021,124733,39.68399922,-75.752729,1,0,1,2,1,1,0
4443,3,2,2/26/2021,124733,39.683992,-75.752731,1,0,1,2,1,1,0
4447,3,2,2/26/2021,124811,39.68468194,-75.754205,1,0,0,2,0,2,0
4448,3,2,2/26/2021,124811,39.68468453,-75.7542184,1,0,0,2,1,1,0
4449,3,2,2/26/2021,124818,39.68503491,-75.754425,9,0,9,2,9,1,1
4450,3,2,2/26/2021,124818,39.68503698,-75.7544168,1,0,1,2,9,1,0
4454,3,2,2/26/2021,124819,39.68501118,-75.7543,1,0,1,2,1,2,0
4455,3,2,2/26/2021,124819,39.68500447,-75.7542908,1,0,1,2,1,2,0
4456,3,2,2/26/2021,124819,39.68500034,-75.754288,1,0,1,2,1,2,1
4461,3,2,2/26/2021,124821,39.68516186,-75.754445,1,0,1,2,1,1,1
4473,3,2,2/26/2021,124821,39.68516341,-75.75443767,1,0,1,2,1,2,1
4487,3,2,2/26/2021,124928,39.68583781,-75.7543765,1,0,1,2,1,1,0
4491,3,2,2/26/2021,125040,39.68943856,-75.7543899,0,0,0,2,1,1,0
4492,3,2,2/26/2021,125040,39.68944372,-75.7543791,0,0,0,2,1,2,0
4494,3,2,2/26/2021,125222,39.68913928,-75.7568991,0,0,0,2,1,2,1
4495,3,2,2/26/2021,125222,39.68912896,-75.7569165,0,0,0,2,1,2,0
4497,3,2,2/26/2021,125225,39.68898654,-75.7572974,1,0,1,2,9,2,0
4498,3,2,2/26/2021,125225,39.68900408,-75.7573,1,0,1,2,9,2,0
4499,3,2,2/26/2021,125226,39.68896796,-75.7571525,1,0,1,2,9,2,0
4500,3,2,2/26/2021,125226,39.68896487,-75.7571633,1,0,1,2,1,2,0
4501,3,2,2/26/2021,125226,39.68895764,-75.7571525,1,0,1,2,1,2,0
4505,3,2,2/26/2021,125300,39.68897209,-75.756498,1,0,1,2,9,1,0
4506,3,2,2/26/2021,125300,39.68895868,-75.7564927,1,0,1,2,1,1,0
4507,3,2,2/26/2021,125300,39.68893184,-75.7565035,1,0,1,2,1,1,0
5295,4,2,3/4/2021,123039,39.6760514,-75.74568964,1,1,1,2,0,1,1
5296,4,2,3/4/2021,123115,39.6760803,-75.74726813,1,1,1,2,1,2,1
5297,4,2,3/4/2021,123138,39.67609888,-75.74760742,1,1,1,2,0,1,0
5298,4,2,3/4/2021,123206,39.67668517,-75.74859582,1,1,1,2,1,1,0
5299,4,2,3/4/2021,123219,39.67715997,-75.74842148,0,0,0,2,1,1,0
5300,4,2,3/4/2021,123219,39.67715172,-75.74844025,1,0,0,2,1,2,0
5301,4,2,3/4/2021,123237,39.67697625,-75.74750416,1,1,1,2,1,2,1
5302,4,2,3/4/2021,123307,39.67709185,-75.74837856,1,1,1,2,1,1,0
5303,4,2,3/4/2021,123309,39.6771703,-75.74847781,1,0,1,2,1,2,0
5304,4,2,3/4/2021,123309,39.67717855,-75.74846708,1,0,0,2,1,1,0
5305,4,2,3/4/2021,123319,39.677321,-75.74901425,1,1,1,2,1,2,0
5306,4,2,3/4/2021,123322,39.67745724,-75.74914568,1,1,1,2,1,1,0
5307,4,2,3/4/2021,123323,39.67744073,-75.74923151,1,1,1,2,0,2,0
5309,4,2,3/4/2021,123327,39.67747995,-75.74939512,1,0,1,2,1,2,0
5311,4,2,3/4/2021,123327,39.67749234,-75.74939512,1,0,1,2,1,2,0
5312,4,2,3/4/2021,123327,39.67750266,-75.74938976,1,0,1,2,1,2,9
5313,4,2,3/4/2021,123328,39.67749647,-75.74942462,1,0,1,2,1,2,0
5314,4,2,3/4/2021,123328,39.67750679,-75.74941658,0,0,0,2,1,1,0
5315,4,2,3/4/2021,123330,39.67750885,-75.74962847,1,1,1,2,1,2,0
5316,4,2,3/4/2021,123336,39.67746137,-75.74986987,1,0,1,2,0,1,0
5317,4,2,3/4/2021,123336,39.67747582,-75.74986987,1,0,1,2,0,1,0
5318,4,2,3/4/2021,123339,39.67764304,-75.74996911,1,0,1,2,1,2,9
5319,4,2,3/4/2021,123339,39.67764304,-75.74996107,1,0,1,2,1,2,9
5320,4,2,3/4/2021,123339,39.67766368,-75.74996375,1,0,1,2,1,2,9
5321,4,2,3/4/2021,123344,39.67744073,-75.75013005,1,1,1,2,0,1,0
5322,4,2,3/4/2021,123345,39.67726732,-75.75026952,1,1,1,2,1,2,1
5326,4,2,3/4/2021,123346,39.67730654,-75.75028293,1,0,1,2,1,2,9
5327,4,2,3/4/2021,123346,39.67730035,-75.7502722,0,0,0,2,1,2,1
5323,4,2,3/4/2021,123348,39.67750679,-75.75021051,1,0,1,2,1,1,0
5324,4,2,3/4/2021,123348,39.67749647,-75.75020247,1,0,0,2,1,2,0
5325,4,2,3/4/2021,123348,39.67747995,-75.75020783,1,0,1,2,1,2,0
5330,4,2,3/4/2021,123408,39.67759762,-75.75130485,1,1,1,2,0,2,1
5331,4,2,3/4/2021,123410,39.67756253,-75.75126462,1,1,1,2,1,1,0
5332,4,2,3/4/2021,123410,39.6775584,-75.75130485,1,1,1,2,9,1,0
5333,4,2,3/4/2021,123452,39.67849768,-75.75220876,1,0,1,2,0,2,0
5334,4,2,3/4/2021,123452,39.67851419,-75.75218998,1,0,1,2,0,2,0
5338,4,2,3/4/2021,123453,39.67858231,-75.75228922,1,1,1,2,1,2,0
5339,4,2,3/4/2021,123509,39.67872269,-75.75182788,0,1,1,2,1,1,0
5341,4,2,3/4/2021,123510,39.67875778,-75.75176083,1,0,1,2,1,1,0
5343,4,2,3/4/2021,123519,39.67910872,-75.7517206,0,1,1,3,1,1,0
5344,4,2,3/4/2021,123608,39.67918509,-75.75308584,1,0,0,3,0,1,9
5347,4,2,3/4/2021,123620,39.67907362,-75.7536491,0,1,1,4,1,1,1
5351,4,2,3/4/2021,123713,39.68015944,-75.75508409,0,1,1,2,1,1,1
5352,4,2,3/4/2021,123720,39.68020899,-75.75558834,1,1,1,2,9,1,0
5353,4,2,3/4/2021,123806,39.68192438,-75.75521283,1,0,0,2,1,2,1
5356,4,2,3/4/2021,123806,39.68191613,-75.75519942,1,0,1,2,1,2,0
5357,4,2,3/4/2021,123813,39.68231659,-75.75507336,1,0,1,2,9,1,9
5358,4,2,3/4/2021,123813,39.68230833,-75.75505458,0,0,0,2,0,1,0
5359,4,2,3/4/2021,123845,39.68288631,-75.75422846,1,0,0,2,1,1,1
5360,4,2,3/4/2021,123845,39.68289457,-75.75424724,1,0,0,2,1,1,0
5361,4,2,3/4/2021,123848,39.68292759,-75.75419359,1,1,1,2,1,2,1
5362,4,2,3/4/2021,123848,39.68294823,-75.75415872,1,1,1,2,1,2,0
5363,4,2,3/4/2021,123911,39.68250856,-75.75392537,1,0,0,2,1,2,0
5364,4,2,3/4/2021,123911,39.68249824,-75.75391196,9,0,9,2,1,2,0
5368,4,2,3/4/2021,123911,39.68248998,-75.75390123,9,0,9,2,1,2,0
5369,4,2,3/4/2021,123911,39.68248379,-75.75391464,1,0,9,2,1,2,0
5370,4,2,3/4/2021,123911,39.68242186,-75.75394415,0,0,0,2,1,2,0
5374,4,2,3/4/2021,123911,39.68240948,-75.75393074,0,0,0,2,1,2,0
5376,4,2,3/4/2021,123913,39.68236819,-75.75392537,0,0,0,2,1,2,9
5377,4,2,3/4/2021,123913,39.68236406,-75.7539066,0,0,0,2,1,2,0
5382,4,2,3/4/2021,123915,39.6823042,-75.75389319,0,1,1,2,1,1,0
5378,4,2,3/4/2021,123916,39.6822753,-75.75387441,0,1,1,2,1,1,1
5383,4,2,3/4/2021,123916,39.68224434,-75.753861,0,0,0,2,1,1,0
5384,4,2,3/4/2021,123916,39.68223815,-75.75384491,0,0,0,2,1,1,0
5386,4,2,3/4/2021,123930,39.68160761,-75.75347306,1,1,1,9,9,9,9
5387,4,2,3/4/2021,123945,39.68163444,-75.75234653,0,0,0,4,1,1,1
5392,4,2,3/4/2021,123945,39.68162412,-75.75236799,0,0,0,3,1,1,0
5393,4,2,3/4/2021,123951,39.68162412,-75.75236799,1,1,1,2,1,2,0
5394,4,2,3/4/2021,124110,39.68188009,-75.74942024,9,1,1,9,9,9,9
5395,4,2,3/4/2021,124122,39.68137641,-75.7494873,1,1,1,2,9,9,0
5396,4,2,3/4/2021,124122,39.68135371,-75.74946584,1,0,0,2,1,1,0
5397,4,2,3/4/2021,124122,39.68135164,-75.74946584,1,0,0,2,1,1,0
5398,4,2,3/4/2021,124123,39.68135371,-75.74963482,9,1,1,2,9,2,0
5399,4,2,3/4/2021,124146,39.68015437,-75.74973406,1,1,1,2,0,2,0
5400,4,2,3/4/2021,124146,39.68016882,-75.74976088,1,0,1,2,0,2,0
5402,4,2,3/4/2021,124146,39.68014818,-75.7497582,1,0,9,9,1,1,1
5403,4,2,3/4/2021,124147,39.68014611,-75.74978234,1,1,1,2,1,1,0
5407,4,2,3/4/2021,124151,39.67972912,-75.74964555,1,0,0,3,1,1,1
5408,4,2,3/4/2021,124151,39.67973325,-75.74966969,1,0,1,3,1,1,1
5410,4,2,3/4/2021,124156,39.67959907,-75.74979307,1,1,1,2,1,1,9
5414,4,2,3/4/2021,124211,39.67878161,-75.74973406,1,0,1,3,1,1,9
5415,4,2,3/4/2021,124211,39.67876922,-75.74975552,1,0,1,3,0,2,1
5418,4,2,3/4/2021,124212,39.67878161,-75.74955972,1,1,1,9,9,9,1
5417,4,2,3/4/2021,124213,39.67892198,-75.74959459,1,1,1,9,1,1,0
5420,4,2,3/4/2021,124227,39.67864743,-75.74874701,1,1,1,9,1,2,1
5421,4,2,3/4/2021,124311,39.67919447,-75.74750783,1,1,1,2,1,1,9
5422,4,2,3/4/2021,124324,39.67919241,-75.74686946,9,1,1,9,9,2,1
5423,4,2,3/4/2021,124324,39.67917589,-75.74680241,9,1,1,2,9,2,0
5425,4,2,3/4/2021,124516,39.68279247,-75.7454157,1,1,1,2,1,2,0
5426,4,2,3/4/2021,124516,39.68282137,-75.74541839,1,1,1,2,1,2,0
5427,4,2,3/4/2021,124536,39.68358099,-75.74559005,1,1,1,2,1,2,0
5428,4,2,3/4/2021,124536,39.68356448,-75.745582,1,1,1,2,1,1,0
5431,4,2,3/4/2021,124547,39.68354384,-75.74590655,1,0,1,2,1,2,0
5432,4,2,3/4/2021,124547,39.68355003,-75.74590655,1,0,1,2,1,2,0
5433,4,2,3/4/2021,124547,39.68355416,-75.74591191,1,0,1,2,1,2,9
5434,4,2,3/4/2021,124550,39.68353145,-75.74600043,1,1,1,2,1,2,0
5436,4,2,3/4/2021,124553,39.68353352,-75.74602993,1,1,1,2,1,1,0
5437,4,2,3/4/2021,124606,39.68362641,-75.74667098,1,1,1,4,1,1,0
5438,4,2,3/4/2021,124620,39.68357893,-75.74732812,1,1,1,3,0,1,0
5439,4,2,3/4/2021,124623,39.68341586,-75.74759098,9,1,1,9,9,2,0
5444,4,2,3/4/2021,124630,39.68339109,-75.74794503,0,0,0,2,1,2,0
5445,4,2,3/4/2021,124630,39.68338903,-75.74795844,1,0,1,2,1,2,0
5453,4,2,3/4/2021,124641,39.6834365,-75.74836077,1,1,1,3,9,1,0
5457,4,2,3/4/2021,124642,39.6834365,-75.74836077,0,1,1,2,1,1,1
5459,4,2,3/4/2021,124642,39.68334981,-75.74846538,1,1,1,3,1,1,1
5460,4,2,3/4/2021,124645,39.68333329,-75.74846269,0,0,0,2,1,2,0
5462,4,2,3/4/2021,124645,39.68334155,-75.74847074,0,0,0,2,1,2,0
5463,4,2,3/4/2021,124648,39.68331471,-75.74874701,1,1,1,9,1,2,9
5464,4,2,3/4/2021,124652,39.68344063,-75.7488543,1,0,1,2,1,2,0
5465,4,2,3/4/2021,124652,39.68345714,-75.74885966,1,0,1,2,1,2,0
5466,4,2,3/4/2021,124655,39.68342618,-75.74913325,1,1,1,2,0,2,0
5467,4,2,3/4/2021,124655,39.68340141,-75.74908765,1,1,1,2,1,2,0
5468,4,2,3/4/2021,124657,39.68328994,-75.74911715,1,1,1,2,9,1,0
5469,4,2,3/4/2021,124658,39.68326724,-75.74917616,1,0,1,3,1,2,0
5470,4,2,3/4/2021,124658,39.68327756,-75.74917348,1,0,1,1,1,2,0
5471,4,2,3/4/2021,124658,39.68328375,-75.74917348,1,0,1,3,1,1,9
5472,4,2,3/4/2021,124658,39.68329407,-75.74915739,0,0,0,2,1,1,0
5474,4,2,3/4/2021,124658,39.68328582,-75.74916275,0,0,0,2,1,1,0
5480,4,2,3/4/2021,124700,39.68325279,-75.74946316,1,0,9,2,1,2,0
5481,4,2,3/4/2021,124700,39.68326311,-75.74946852,1,0,1,2,9,2,9
5485,4,2,3/4/2021,124700,39.68327137,-75.74946852,1,0,1,2,9,2,1
5486,4,2,3/4/2021,124702,39.6832466,-75.74970992,1,1,1,9,9,2,9
5488,4,2,3/4/2021,124710,39.68321976,-75.74999155,0,1,1,2,1,2,9
4590,4,2,3/4/2021,124715,39.68318355,-75.75039022,0,0,0,2,1,2,1
4591,4,2,3/4/2021,124715,39.68319387,-75.75040095,1,0,1,2,1,2,0
4592,4,2,3/4/2021,124715,39.68320007,-75.75040363,1,0,1,2,9,1,0
4593,4,2,3/4/2021,124715,39.68320265,-75.75038686,1,0,1,9,0,1,0
5489,4,2,3/4/2021,124715,39.68317117,-75.75039558,1,0,1,2,1,2,0
4594,4,2,3/4/2021,124720,39.68329554,-75.75083211,1,1,1,2,1,2,1
4595,4,2,3/4/2021,124723,39.68312524,-75.75093001,1,0,0,2,1,2,0
4596,4,2,3/4/2021,124723,39.68313143,-75.75093135,1,0,1,2,1,2,0
4597,4,2,3/4/2021,124724,39.68313143,-75.75104267,0,1,1,2,1,1,0
