id,studyweek with 1=baseline,semester 2=spring,date,correcttod,LON,LAT,"activity 1= not moving; 2-6=moving (walk, run, bike, skateboard)",withmask (0=without mask),maskproper (0= mask is not worn correctly),nomaskincor (0=no mask or with mask but worn incorrectly),socialdist (0=not physical distancing < 6 ft),Masksd (0=non-compliance with mask wearing and physical distancing),agegroup (1=<18;2=19-30;3=31-55;4=>55),white (0=nonwhite),sex (1=male),obese (0=not overweight or obese)
4437,3,2,2/26/2021,123143,39.67744733,-75.7503249,2,1,1,1,1,1,2,1,2,0
4445,3,2,2/26/2021,123148,39.67749429,-75.7507078,2,1,1,1,1,1,2,0,2,0
4299,3,2,2/26/2021,123149,39.67750255,-75.7507869,2,1,1,1,1,1,2,1,1,0
4302,3,2,2/26/2021,123158,39.6775748,-75.751104,2,1,1,1,1,1,2,1,2,0
4347,3,2,2/26/2021,123310,39.6786348,-75.7524507,2,1,0,0,1,1,4,1,2,1
4351,3,2,2/26/2021,123325,39.67887736,-75.7516487,2,1,9,0,1,9,2,1,1,0
4362,3,2,2/26/2021,123341,39.67946517,-75.7518526,2,1,1,1,1,1,2,1,1,0
4394,3,2,2/26/2021,123351,39.67985378,-75.751924,2,9,9,0,1,9,9,9,1,9
4439,3,2,2/26/2021,123508,39.68017111,-75.75366781,1,1,1,1,1,1,2,0,2,0
4453,3,2,2/26/2021,123649,39.6826482,-75.7549472,2,1,0,0,1,1,2,1,1,0
4457,3,2,2/26/2021,123722,39.68250371,-75.7539413,1,1,1,1,1,1,2,1,2,0
4358,3,2,2/26/2021,123741,39.68179227,-75.7538167,2,1,1,1,1,1,2,1,1,0
4370,3,2,2/26/2021,123741,39.68188516,-75.753843,2,1,1,1,1,1,2,1,2,0
4375,3,2,2/26/2021,123745,39.68168493,-75.7536665,2,1,1,1,1,1,2,1,9,0
4377,3,2,2/26/2021,123801,39.68192438,-75.752381,2,1,1,1,1,1,2,1,1,0
4384,3,2,2/26/2021,123801,39.68186452,-75.752403,3,1,1,1,1,1,2,1,1,0
4415,3,2,2/26/2021,123920,39.68198296,-75.7501421,2,1,1,1,1,1,2,9,2,0
4417,3,2,2/26/2021,123923,39.68188594,-75.750075,2,1,1,1,1,1,9,0,1,0
4418,3,2,2/26/2021,123923,39.68188232,-75.7501072,2,1,1,1,1,1,4,1,1,1
4421,3,2,2/26/2021,123927,39.68189832,-75.749867,2,0,9,0,1,1,2,1,2,0
4422,3,2,2/26/2021,123932,39.68192206,-75.7494098,1,1,1,1,1,1,9,9,1,0
4423,3,2,2/26/2021,124005,39.68027706,-75.7495704,2,1,1,1,1,1,2,1,1,0
4426,3,2,2/26/2021,124008,39.68006392,-75.7497595,2,1,1,1,1,1,3,1,2,1
4466,3,2,2/26/2021,124044,39.67876502,-75.74915,2,1,1,1,1,1,2,1,1,0
4470,3,2,2/26/2021,124207,39.67940754,-75.7482461,2,1,1,1,1,1,2,1,1,0
4471,3,2,2/26/2021,124316,39.68147202,-75.7471499,2,0,9,0,1,1,2,1,2,0
4485,3,2,2/26/2021,124331,39.68221979,-75.747233,2,1,1,1,1,1,3,0,1,1
4486,3,2,2/26/2021,124420,39.68329244,-75.7455251,2,1,1,1,1,1,2,1,2,0
4295,3,2,2/26/2021,124437,39.68353756,-75.7459328,2,1,1,1,1,1,3,0,1,0
4296,3,2,2/26/2021,124438,39.68367431,-75.7460602,2,1,0,0,1,1,3,1,2,1
4297,3,2,2/26/2021,124453,39.68364851,-75.7465839,2,9,9,0,1,9,3,0,1,0
4315,3,2,2/26/2021,124507,39.6834168,-75.7474865,2,1,1,1,1,1,2,1,2,0
4319,3,2,2/26/2021,124507,39.68339306,-75.7475488,2,1,1,1,1,1,3,0,1,1
4324,3,2,2/26/2021,124507,39.68340751,-75.74761458,2,1,1,1,1,1,3,1,2,1
4328,3,2,2/26/2021,124509,39.68340649,-75.747737,2,1,1,1,1,1,9,0,1,0
4329,3,2,2/26/2021,124509,39.68350763,-75.7476838,2,1,1,1,1,1,2,1,2,0
4336,3,2,2/26/2021,124509,39.6835324,-75.747646,1,1,1,1,1,1,2,1,1,0
4337,3,2,2/26/2021,124512,39.68352208,-75.7479789,1,1,1,1,1,1,3,9,2,9
4340,3,2,2/26/2021,124515,39.68337759,-75.7480379,2,1,1,1,1,1,2,1,1,0
4342,3,2,2/26/2021,124524,39.68332392,-75.7486709,2,0,9,0,1,1,2,1,2,0
4345,3,2,2/26/2021,124531,39.68343538,-75.7491054,1,1,1,1,1,1,2,1,1,0
4346,3,2,2/26/2021,124531,39.68343951,-75.748885,2,1,1,1,1,1,2,1,2,0
4348,3,2,2/26/2021,124536,39.68329502,-75.7491322,2,1,1,1,1,1,2,1,1,0
4349,3,2,2/26/2021,124536,39.68327231,-75.7491912,2,0,9,0,1,9,3,1,2,1
4355,3,2,2/26/2021,124539,39.6833941,-75.749416,2,0,9,0,1,1,2,1,1,0
4365,3,2,2/26/2021,124544,39.68339616,-75.7495694,2,1,1,1,1,1,2,1,2,0
4366,3,2,2/26/2021,124548,39.6833652,-75.7499208,2,1,1,1,1,1,2,0,1,0
4367,3,2,2/26/2021,124549,39.68334662,-75.7500442,1,1,0,0,1,1,2,1,1,1
4371,3,2,2/26/2021,124550,39.68322071,-75.7500012,2,1,1,1,1,1,2,1,2,0
4372,3,2,2/26/2021,124553,39.68320058,-75.750303,1,1,0,0,1,1,2,1,1,0
4373,3,2,2/26/2021,124553,39.68317788,-75.750476,2,1,0,0,1,1,3,1,1,0
4379,3,2,2/26/2021,124607,39.68318613,-75.750885,2,1,1,1,1,1,2,1,2,0
4380,3,2,2/26/2021,124608,39.68315827,-75.7512123,2,1,1,1,1,1,3,1,2,1
4381,3,2,2/26/2021,124612,39.68310563,-75.7513021,2,1,0,0,1,1,2,1,1,0
4385,3,2,2/26/2021,124618,39.6832429,-75.7513812,2,1,1,1,1,1,2,1,2,1
4388,3,2,2/26/2021,124619,39.68307314,-75.751506,1,0,9,0,1,1,3,1,2,0
4405,3,2,2/26/2021,124630,39.68319781,-75.752147,1,1,1,1,1,1,3,1,1,1
4409,3,2,2/26/2021,124636,39.68316013,-75.7525386,1,1,1,1,1,1,2,0,1,1
4411,3,2,2/26/2021,124654,39.68297074,-75.7535954,2,0,9,0,1,1,2,1,1,0
4412,3,2,2/26/2021,124654,39.68300738,-75.7535538,2,1,1,1,1,1,2,1,1,0
4419,3,2,2/26/2021,124721,39.68411688,-75.7532575,2,1,1,1,1,1,9,0,1,1
4446,3,2,2/26/2021,124749,39.68447914,-75.7532367,2,1,0,0,1,1,2,1,1,0
4458,3,2,2/26/2021,124820,39.68515257,-75.7542995,2,1,1,1,1,1,9,1,1,0
4475,3,2,2/26/2021,124823,39.68519282,-75.7544524,2,1,1,1,1,1,2,1,2,1
4476,3,2,2/26/2021,124825,39.68529654,-75.7543283,2,1,1,1,1,1,9,9,2,9
4477,3,2,2/26/2021,124826,39.68536414,-75.754447,2,1,1,1,1,1,2,9,2,1
4478,3,2,2/26/2021,124827,39.68536724,-75.754321,2,1,1,1,1,1,2,0,1,1
4479,3,2,2/26/2021,124836,39.68571086,-75.75452,1,1,1,1,1,1,2,1,2,0
4482,3,2,2/26/2021,124838,39.68572222,-75.754364,1,0,9,0,1,1,2,1,2,0
4483,3,2,2/26/2021,124850,39.68585432,-75.7543711,1,1,1,1,1,1,2,1,1,0
4484,3,2,2/26/2021,124902,39.68572118,-75.754608,3,0,9,0,1,1,2,1,1,0
4488,3,2,2/26/2021,124932,39.68607518,-75.75457,2,1,0,0,1,1,2,1,2,0
4489,3,2,2/26/2021,124950,39.68682032,-75.7546433,2,1,1,1,1,1,2,1,1,0
4490,3,2,2/26/2021,125035,39.68911451,-75.754019,2,1,1,1,1,1,9,1,2,0
4493,3,2,2/26/2021,125059,39.69009285,-75.7550323,2,1,1,1,1,1,2,1,2,0
4496,3,2,2/26/2021,125223,39.68912999,-75.7569956,2,1,1,1,1,1,2,1,2,1
4502,3,2,2/26/2021,125228,39.68885548,-75.7573108,1,0,9,0,1,1,2,1,2,0
4503,3,2,2/26/2021,125230,39.68902266,-75.7573028,2,1,1,1,1,1,2,1,2,0
4504,3,2,2/26/2021,125256,39.68872028,-75.7566161,2,1,1,1,1,1,2,9,2,0
4300,3,2,2/26/2021,122943,39.67707935,-75.748204,2,0,9,0,0,0,2,1,1,0
4301,3,2,2/26/2021,122943,39.67708761,-75.7481964,2,0,9,0,0,0,2,1,2,0
4303,3,2,2/26/2021,123001,39.67733069,-75.7490346,2,1,0,0,0,0,2,1,2,0
4304,3,2,2/26/2021,123001,39.6773441,-75.74903599,2,1,1,1,0,1,3,1,2,1
4322,3,2,2/26/2021,123039,39.677501,-75.749587,2,1,1,1,0,1,2,1,2,0
4323,3,2,2/26/2021,123039,39.67750822,-75.7495764,2,1,1,1,0,1,2,1,2,0
4332,3,2,2/26/2021,123042,39.67750616,-75.7497615,2,1,0,0,0,0,2,1,1,0
4333,3,2,2/26/2021,123042,39.67751957,-75.7497601,2,1,0,0,0,0,2,1,1,0
4363,3,2,2/26/2021,123101,39.67700451,-75.7499171,1,0,9,0,0,0,2,1,2,0
4364,3,2,2/26/2021,123101,39.67699729,-75.7499372,1,0,9,0,0,0,2,1,1,0
4369,3,2,2/26/2021,123118,39.67690646,-75.7499358,1,0,9,0,0,0,2,1,2,0
4376,3,2,2/26/2021,123118,39.6769013,-75.749937,1,0,9,0,0,0,2,1,2,0
4383,3,2,2/26/2021,123118,39.67691265,-75.7499466,1,0,9,0,0,0,2,1,2,0
4396,3,2,2/26/2021,123134,39.67747003,-75.7500404,2,1,1,1,0,1,2,0,2,0
4397,3,2,2/26/2021,123134,39.67747829,-75.7500391,2,1,1,1,0,1,2,0,2,0
4398,3,2,2/26/2021,123138,39.67738849,-75.7501598,2,1,1,1,0,1,2,1,2,1
4399,3,2,2/26/2021,123138,39.67738952,-75.7501705,2,1,1,1,0,1,2,1,2,0
4307,3,2,2/26/2021,123241,39.67813781,-75.7522817,1,0,9,0,0,0,2,1,2,0
4311,3,2,2/26/2021,123241,39.67813936,-75.752279,1,0,9,0,0,0,2,1,2,0
4313,3,2,2/26/2021,123249,39.6782498,-75.7518787,2,0,9,0,0,0,2,0,2,1
4327,3,2,2/26/2021,123249,39.6782529,-75.75187,2,1,1,1,0,1,2,9,9,9
4334,3,2,2/26/2021,123249,39.67825341,-75.7518573,2,0,9,0,0,0,2,0,2,0
4335,3,2,2/26/2021,123305,39.6785032,-75.7523394,1,0,9,0,0,0,2,1,2,0
4341,3,2,2/26/2021,123305,39.67850939,-75.7523421,1,0,9,0,0,0,2,1,2,0
4374,3,2,2/26/2021,123351,39.67985274,-75.751967,2,1,1,1,0,1,2,1,2,0
4378,3,2,2/26/2021,123351,39.67985429,-75.7519585,2,1,1,1,0,1,2,1,2,0
4382,3,2,2/26/2021,123351,39.67985068,-75.751945,2,1,1,1,0,1,2,1,2,0
4395,3,2,2/26/2021,123411,39.67936397,-75.752562,2,1,1,1,0,1,2,0,2,0
4410,3,2,2/26/2021,123411,39.67938255,-75.752581,2,1,1,1,0,1,2,1,2,0
4420,3,2,2/26/2021,123501,39.67993991,-75.7535229,2,1,0,0,0,0,2,1,2,0
4438,3,2,2/26/2021,123501,39.67993784,-75.753506,2,1,0,0,0,0,2,1,2,0
4474,3,2,2/26/2021,123724,39.68245829,-75.753858,1,0,9,0,0,0,2,1,2,0
4480,3,2,2/26/2021,123724,39.68244797,-75.7538421,1,0,9,0,0,0,2,1,1,0
4481,3,2,2/26/2021,123726,39.68241288,-75.7539467,1,0,9,0,0,0,2,0,2,0
4488,3,2,2/26/2021,123726,39.68240875,-75.7539253,1,0,9,0,0,0,2,1,1,0
4309,3,2,2/26/2021,123726,39.68240256,-75.7539387,1,0,9,0,0,0,2,1,1,0
4310,3,2,2/26/2021,123727,39.68238605,-75.7539387,1,1,1,1,0,1,2,0,1,0
4316,3,2,2/26/2021,123727,39.68237985,-75.7539253,1,0,9,0,0,0,2,1,2,0
4317,3,2,2/26/2021,123728,39.6823654,-75.7539306,1,9,9,0,0,9,2,9,2,0
4318,3,2,2/26/2021,123728,39.6823716,-75.75391725,1,0,9,0,0,0,2,1,2,0
4320,3,2,2/26/2021,123728,39.68235921,-75.7539279,1,9,9,0,0,9,2,1,2,0
4321,3,2,2/26/2021,123728,39.6823654,-75.7539092,1,1,0,0,0,0,2,1,1,0
4325,3,2,2/26/2021,123728,39.68235715,-75.7539172,1,0,9,0,0,0,2,0,1,0
4326,3,2,2/26/2021,123728,39.68233857,-75.7538958,1,1,1,1,0,1,2,1,1,0
4330,3,2,2/26/2021,123728,39.68233444,-75.7539145,1,1,1,1,0,1,2,1,1,0
4331,3,2,2/26/2021,123729,39.68227458,-75.75387166,1,0,9,0,0,0,2,0,2,0
4338,3,2,2/26/2021,123729,39.68227458,-75.75388239,1,0,9,0,0,0,2,0,1,0
4339,3,2,2/26/2021,123731,39.68226426,-75.7538797,1,0,9,0,0,0,2,1,2,0
4343,3,2,2/26/2021,123731,39.68226013,-75.75385557,1,0,9,0,0,0,2,1,2,0
4344,3,2,2/26/2021,123731,39.68224981,-75.753877,1,0,9,0,0,0,2,1,2,0
4353,3,2,2/26/2021,123731,39.68223329,-75.75385,1,0,9,0,0,0,2,1,1,0
4356,3,2,2/26/2021,123731,39.68223123,-75.753874,1,0,9,0,0,0,2,1,2,0
4357,3,2,2/26/2021,123731,39.68223329,-75.753871,1,0,9,0,0,0,2,1,1,0
4359,3,2,2/26/2021,123741,39.68183769,-75.753843,2,1,1,1,0,1,2,9,2,0
4360,3,2,2/26/2021,123741,39.68184388,-75.7538301,2,1,1,1,0,1,2,1,2,0
4386,3,2,2/26/2021,123810,39.68174763,-75.7519009,2,1,1,1,0,1,4,1,2,1
4387,3,2,2/26/2021,123810,39.68174712,-75.7519177,2,0,9,0,0,0,4,1,1,1
4392,3,2,2/26/2021,123814,39.6817724,-75.7516294,2,1,1,1,0,1,2,1,1,0
4393,3,2,2/26/2021,123814,39.6817626,-75.7516361,2,0,9,0,0,0,2,1,1,0
4402,3,2,2/26/2021,123832,39.68104734,-75.75124182,1,0,9,0,0,0,2,1,1,0
4414,3,2,2/26/2021,123832,39.68104889,-75.7512263,1,0,9,0,0,0,2,1,2,9
4428,3,2,2/26/2021,124015,39.67965994,-75.7497839,2,1,1,1,0,1,2,1,2,0
4431,3,2,2/26/2021,124015,39.67965891,-75.7497946,2,1,1,1,0,1,2,1,2,0
4432,3,2,2/26/2021,124015,39.67966149,-75.749809,2,1,1,1,0,1,2,1,2,0
4433,3,2,2/26/2021,124018,39.67954279,-75.749637,2,1,0,0,0,0,2,1,1,0
4444,3,2,2/26/2021,124018,39.67954537,-75.749653,2,1,1,1,0,1,2,1,2,0
4451,3,2,2/26/2021,124032,39.67874799,-75.7499232,2,1,1,1,0,1,2,9,2,9
4452,3,2,2/26/2021,124032,39.67875057,-75.749933,2,1,1,1,0,1,2,1,2,9
4459,3,2,2/26/2021,124032,39.6787996,-75.7499406,1,1,1,1,0,1,2,0,2,1
4460,3,2,2/26/2021,124032,39.67880321,-75.7499473,1,1,1,1,0,1,2,9,2,9
4462,3,2,2/26/2021,124032,39.67880992,-75.749951,1,1,1,1,0,1,2,1,1,0
4463,3,2,2/26/2021,124033,39.67879496,-75.749756,2,1,1,1,0,1,2,1,2,0
4464,3,2,2/26/2021,124033,39.67879805,-75.749768,2,1,1,1,0,1,2,1,2,0
4465,3,2,2/26/2021,124033,39.67880012,-75.749779,2,1,0,0,0,0,2,1,2,0
4467,3,2,2/26/2021,124143,39.6791815,-75.7492667,1,0,9,0,0,0,2,1,1,0
4468,3,2,2/26/2021,124143,39.6791784,-75.749262,1,9,9,0,0,9,2,9,2,9
4469,3,2,2/26/2021,124143,39.67918253,-75.749255,1,0,9,0,0,0,2,1,2,1
4298,3,2,2/26/2021,124503,39.68360206,-75.7474402,2,0,9,0,0,0,2,1,1,0
4308,3,2,2/26/2021,124503,39.68360051,-75.747428,2,0,9,0,0,0,2,1,1,0
4312,3,2,2/26/2021,124506,39.68341577,-75.747383,2,1,1,1,0,1,2,1,2,0
4314,3,2,2/26/2021,124506,39.68341164,-75.747361,2,1,1,1,0,1,2,1,2,0
4350,3,2,2/26/2021,124536,39.68327644,-75.74921272,2,1,0,0,0,0,3,1,1,0
4354,3,2,2/26/2021,124536,39.68328676,-75.74921,2,1,1,1,0,1,3,1,2,0
4389,3,2,2/26/2021,124621,39.68322486,-75.7516455,2,0,9,0,0,0,2,1,1,0
4390,3,2,2/26/2021,124621,39.6832329,-75.7516468,2,1,1,1,0,1,2,1,2,0
4391,3,2,2/26/2021,124622,39.68319007,-75.751809,1,1,1,1,0,1,2,1,1,0
4401,3,2,2/26/2021,124622,39.68320297,-75.7518111,1,1,1,1,0,1,2,1,2,9
4404,3,2,2/26/2021,124630,39.68317665,-75.75216718,2,1,1,1,0,1,2,1,2,0
4406,3,2,2/26/2021,124631,39.68318439,-75.752169,2,1,0,0,0,0,3,9,1,0
4413,3,2,2/26/2021,124654,39.68292482,-75.7537235,2,9,9,0,0,9,9,9,1,9
4416,3,2,2/26/2021,124654,39.68293256,-75.7537255,2,1,9,0,0,9,9,9,1,9
4424,3,2,2/26/2021,124721,39.68408953,-75.7532132,2,1,1,1,0,1,9,0,2,9
4429,3,2,2/26/2021,124721,39.68409418,-75.7532112,2,1,1,1,0,1,9,9,9,9
4430,3,2,2/26/2021,124723,39.6840338,-75.7532166,2,1,0,0,0,0,2,1,2,0
4435,3,2,2/26/2021,124723,39.68404412,-75.753215,2,1,0,0,0,0,2,9,1,0
4440,3,2,2/26/2021,124723,39.68403793,-75.753207,2,1,0,0,0,0,2,1,2,0
4441,3,2,2/26/2021,124723,39.6840436,-75.7531984,2,1,0,0,0,0,2,1,2,0
4442,3,2,2/26/2021,124733,39.68399922,-75.752729,2,1,1,1,0,1,2,1,1,0
4443,3,2,2/26/2021,124733,39.683992,-75.752731,2,1,1,1,0,1,2,1,1,0
4447,3,2,2/26/2021,124811,39.68468194,-75.754205,2,1,0,0,0,0,2,0,2,0
4448,3,2,2/26/2021,124811,39.68468453,-75.7542184,2,1,0,0,0,0,2,1,1,0
4449,3,2,2/26/2021,124818,39.68503491,-75.754425,2,9,9,0,0,9,2,9,1,1
4450,3,2,2/26/2021,124818,39.68503698,-75.7544168,2,1,1,1,0,1,2,9,1,0
4454,3,2,2/26/2021,124819,39.68501118,-75.7543,2,1,1,1,0,1,2,1,2,0
4455,3,2,2/26/2021,124819,39.68500447,-75.7542908,2,1,1,1,0,1,2,1,2,0
4456,3,2,2/26/2021,124819,39.68500034,-75.754288,2,1,1,1,0,1,2,1,2,1
4461,3,2,2/26/2021,124821,39.68516186,-75.754445,2,1,1,1,0,1,2,1,1,1
4473,3,2,2/26/2021,124821,39.68516341,-75.75443767,2,1,1,1,0,1,2,1,2,1
4487,3,2,2/26/2021,124928,39.68583781,-75.7543765,3,1,1,1,0,1,2,1,1,0
4491,3,2,2/26/2021,125040,39.68943856,-75.7543899,2,0,9,0,0,0,2,1,1,0
4492,3,2,2/26/2021,125040,39.68944372,-75.7543791,2,0,9,0,0,0,2,1,2,0
4494,3,2,2/26/2021,125222,39.68913928,-75.7568991,1,0,9,0,0,0,2,1,2,1
4495,3,2,2/26/2021,125222,39.68912896,-75.7569165,1,0,9,0,0,0,2,1,2,0
4497,3,2,2/26/2021,125225,39.68898654,-75.7572974,1,1,1,1,0,1,2,9,2,0
4498,3,2,2/26/2021,125225,39.68900408,-75.7573,1,1,1,1,0,1,2,9,2,0
4499,3,2,2/26/2021,125226,39.68896796,-75.7571525,1,1,1,1,0,1,2,9,2,0
4500,3,2,2/26/2021,125226,39.68896487,-75.7571633,1,1,1,1,0,1,2,1,2,0
4501,3,2,2/26/2021,125226,39.68895764,-75.7571525,1,1,1,1,0,1,2,1,2,0
4505,3,2,2/26/2021,125300,39.68897209,-75.756498,2,1,1,1,0,1,2,9,1,0
4506,3,2,2/26/2021,125300,39.68895868,-75.7564927,2,1,1,1,0,1,2,1,1,0
4507,3,2,2/26/2021,125300,39.68893184,-75.7565035,2,1,1,1,0,1,2,1,1,0
